sentence,labeled_precision,labeled_recall,correct_gold_subtrees,labeled_f1_score,total_gold_subtrees,total_test_subtrees,unlabeled_precision,unlabeled_recall,unlabeled_f1_score,correct_gold_spans,total_gold_spans,total_test_spans,errors.PP,errors.S,confusion.PP.SBAR,confusion.PP.PP,confusion.S.S,confusion.NP.NP,confusion.VP.VP,confusion.PP.VP,errors.NP,errors.VP,confusion.PP.S,errors.ADJP,confusion.PP.ADVP,confusion.NP.ADVP,confusion.PP.NP,confusion.SBAR.SBAR,confusion.ADJP.ADJP,errors.SBAR,confusion.SBAR.S,confusion.PP.ADJP,confusion.VP.ADJP,confusion.ADJP.VP,confusion.ADVP.ADVP,confusion.S.PP,confusion.VP.PP,confusion.VP.NP
"Prudently , they had diversified into banking and insureance , and as a result their influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and injurance , and as a result their influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a resolt their influence was felt at the highest level",0.8,0.6,12,0.6857142857142857,20,15,0.8666666666666667,0.65,0.7428571428571429,13,20,15,1.0,4.0,0.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a reslut their influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result there influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result they's influence was felt at the highest level",0.6111111111111112,0.55,11,0.5789473684210527,20,18,0.6666666666666666,0.6,0.631578947368421,12,20,18,1.0,4.0,0.0,3.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result thir influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their enfluence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their infulence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their fluence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their infuence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence will felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence waz felt at the highest level",0.75,0.6,12,0.6666666666666665,20,16,0.8125,0.65,0.7222222222222223,13,20,16,1.0,3.0,0.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence waw felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence wass felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence whas felt at the highest level",0.8,0.6,12,0.6857142857142857,20,15,0.8666666666666667,0.65,0.7428571428571429,13,20,15,1.0,4.0,0.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felled at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was fell at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was feld at the highest level",0.75,0.6,12,0.6666666666666665,20,16,0.8125,0.65,0.7222222222222223,13,20,16,1.0,3.0,0.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was feelled at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , hty had diversified into banking and insurance , and as a result htir influence was felt at ht highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , there'sy had diversified into banking and insurance , and as a result there'sir influence was felt at there's highest level",0.47058823529411764,0.4,8,0.4324324324324324,20,17,0.5294117647058824,0.45,0.48648648648648646,9,20,17,2.0,4.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , THERy had diversified into banking and insurance , and as a result THERir influence was felt at THER highest level",0.8,0.6,12,0.6857142857142857,20,15,0.8666666666666667,0.65,0.7428571428571429,13,20,15,1.0,4.0,0.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , dy had diversified into banking and insurance , and as a result dir influence was felt at d highest level",0.75,0.6,12,0.6666666666666665,20,16,0.8125,0.65,0.7222222222222223,13,20,16,1.0,4.0,0.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , ghty had diversified into banking and insurance , and as a result ghtir influence was felt at ght highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the heist level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the highes level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the hightest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the highist level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the highst level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the highest lavel",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the highest leveal",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the highest leverl",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yhe arranged marriage would be the social event of the following year .,0.6363636363636364,0.7777777777777778,7,0.7000000000000001,9,11,0.6363636363636364,0.7777777777777778,0.7000000000000001,7,9,11,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tge arranged marriage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VThe arranged marriage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thte arranged marriage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They arranged marriage would be the social event of the following year .,0.5833333333333334,0.7777777777777778,7,0.6666666666666666,9,12,0.5833333333333334,0.7777777777777778,0.6666666666666666,7,9,12,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The erranged marriage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arrenged marriage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranjed marriage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged mariage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriege would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marrige would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marage would be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage woult be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage di be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage world be the social event of the following year .,0.8571428571428571,0.6666666666666666,6,0.75,9,7,0.8571428571428571,0.6666666666666666,0.75,6,9,7,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage whould be the social event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the sozial event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the sociality event of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social evet of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social ivent of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social evenement of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social even of the following year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the folllowing year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the follwoing year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the follow year .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the following yaer .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the following yaers .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the following yeas .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the following yar .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the following yeat .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wenn at last she spoke , her words were heavy and disjointed .",0.7777777777777778,0.5384615384615384,7,0.6363636363636364,13,9,0.7777777777777778,0.5384615384615384,0.6363636363636364,7,13,9,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whren at last she spoke , her words were heavy and disjointed .",0.8571428571428571,0.46153846153846156,6,0.6,13,7,1.0,0.5384615384615384,0.7000000000000001,7,13,7,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whe at last she spoke , her words were heavy and disjointed .",0.875,0.5384615384615384,7,0.6666666666666667,13,8,0.875,0.5384615384615384,0.6666666666666667,7,13,8,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whem at last she spoke , her words were heavy and disjointed .",0.75,0.46153846153846156,6,0.5714285714285714,13,8,0.875,0.5384615384615384,0.6666666666666667,7,13,8,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whwen at last she spoke , her words were heavy and disjointed .",0.75,0.46153846153846156,6,0.5714285714285714,13,8,0.875,0.5384615384615384,0.6666666666666667,7,13,8,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at Iast she spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at lazy she spoke , her words were heavy and disjointed .",0.7272727272727273,0.6153846153846154,8,0.6666666666666667,13,11,0.8181818181818182,0.6923076923076923,0.7500000000000001,9,13,11,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at lasth she spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at lost she spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last whe spoke , her words were heavy and disjointed .",0.7777777777777778,0.5384615384615384,7,0.6363636363636364,13,9,0.7777777777777778,0.5384615384615384,0.6363636363636364,7,13,9,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
