id,word,deprel,head,head_word,sentence_id
1,",",punct,4,diversified,63
2,they,nsubj,4,diversified,63
3,had,aux,4,diversified,63
4,diversified,ROOT,-1,ROOT,63
5,ionto,prep,4,diversified,63
6,banking,pobj,5,ionto,63
7,and,cc,6,banking,63
8,insurance,conj,6,banking,63
9,",",punct,4,diversified,63
10,and,cc,4,diversified,63
11,as,prep,17,felt,63
12,a,det,13,result,63
13,result,pobj,11,as,63
14,their,poss,15,influence,63
15,influence,nsubjpass,17,felt,63
16,was,auxpass,17,felt,63
17,felt,conj,4,diversified,63
18,at,prep,17,felt,63
19,the,det,21,level,63
20,highest,amod,21,level,63
21,level,pobj,18,at,63
22,.,punct,17,felt,63
0,Prudently,advmod,4,diversified,64
1,",",punct,4,diversified,64
2,they,nsubj,4,diversified,64
3,had,aux,4,diversified,64
4,diversified,ROOT,-1,ROOT,64
5,ino,prep,4,diversified,64
6,banking,pobj,5,ino,64
7,and,cc,6,banking,64
8,insurance,conj,6,banking,64
9,",",punct,4,diversified,64
10,and,cc,4,diversified,64
11,as,prep,17,felt,64
12,a,det,13,result,64
13,result,pobj,11,as,64
14,their,poss,15,influence,64
15,influence,nsubjpass,17,felt,64
16,was,auxpass,17,felt,64
17,felt,conj,4,diversified,64
18,at,prep,17,felt,64
19,the,det,21,level,64
20,highest,amod,21,level,64
21,level,pobj,18,at,64
22,.,punct,17,felt,64
0,Prudently,advmod,4,diversified,65
1,",",punct,4,diversified,65
2,they,nsubj,4,diversified,65
3,had,aux,4,diversified,65
4,diversified,ROOT,-1,ROOT,65
5,itno,prep,4,diversified,65
6,banking,pobj,5,itno,65
7,and,cc,6,banking,65
8,insurance,conj,6,banking,65
9,",",punct,4,diversified,65
10,and,cc,4,diversified,65
11,as,prep,17,felt,65
12,a,det,13,result,65
13,result,pobj,11,as,65
14,their,poss,15,influence,65
15,influence,nsubjpass,17,felt,65
16,was,auxpass,17,felt,65
17,felt,conj,4,diversified,65
18,at,prep,17,felt,65
19,the,det,21,level,65
20,highest,amod,21,level,65
21,level,pobj,18,at,65
22,.,punct,17,felt,65
0,Prudently,advmod,4,diversified,66
1,",",punct,4,diversified,66
2,they,nsubj,4,diversified,66
3,had,aux,4,diversified,66
4,diversified,ROOT,-1,ROOT,66
5,in,prep,4,diversified,66
6,banking,pobj,5,in,66
7,and,cc,6,banking,66
8,insurance,conj,6,banking,66
9,",",punct,4,diversified,66
10,and,cc,4,diversified,66
11,as,prep,17,felt,66
12,a,det,13,result,66
13,result,pobj,11,as,66
14,their,poss,15,influence,66
15,influence,nsubjpass,17,felt,66
16,was,auxpass,17,felt,66
17,felt,conj,4,diversified,66
18,at,prep,17,felt,66
19,the,det,21,level,66
20,highest,amod,21,level,66
21,level,pobj,18,at,66
22,.,punct,17,felt,66
0,Prudently,advmod,4,diversified,67
1,",",punct,4,diversified,67
2,they,nsubj,4,diversified,67
3,had,aux,4,diversified,67
4,diversified,ROOT,-1,ROOT,67
5,into,prep,4,diversified,67
6,banking,pobj,5,into,67
7,and,cc,6,banking,67
8,insurance,conj,6,banking,67
9,",",punct,4,diversified,67
10,and,cc,4,diversified,67
11,as,prep,17,felt,67
12,a,det,13,result,67
13,result,pobj,11,as,67
14,their,poss,15,influence,67
15,influence,nsubjpass,17,felt,67
16,was,auxpass,17,felt,67
17,felt,conj,4,diversified,67
18,at,prep,17,felt,67
19,the,det,21,level,67
20,highest,amod,21,level,67
21,level,pobj,18,at,67
22,.,punct,17,felt,67
0,Prudently,advmod,4,diversified,68
1,",",punct,4,diversified,68
2,they,nsubj,4,diversified,68
3,had,aux,4,diversified,68
4,diversified,ROOT,-1,ROOT,68
5,into,prep,4,diversified,68
6,banking,pobj,5,into,68
7,and,cc,6,banking,68
8,insuarance,conj,6,banking,68
9,",",punct,4,diversified,68
10,and,cc,4,diversified,68
11,as,prep,17,felt,68
12,a,det,13,result,68
13,result,pobj,11,as,68
14,their,poss,15,influence,68
15,influence,nsubjpass,17,felt,68
16,was,auxpass,17,felt,68
17,felt,conj,4,diversified,68
18,at,prep,17,felt,68
19,the,det,21,level,68
20,highest,amod,21,level,68
21,level,pobj,18,at,68
22,.,punct,17,felt,68
0,Prudently,advmod,4,diversified,69
1,",",punct,4,diversified,69
2,they,nsubj,4,diversified,69
3,had,aux,4,diversified,69
4,diversified,ROOT,-1,ROOT,69
5,into,prep,4,diversified,69
6,banking,pobj,5,into,69
7,and,cc,6,banking,69
8,insuance,conj,6,banking,69
9,",",punct,4,diversified,69
10,and,cc,4,diversified,69
11,as,prep,17,felt,69
12,a,det,13,result,69
13,result,pobj,11,as,69
14,their,poss,15,influence,69
15,influence,nsubjpass,17,felt,69
16,was,auxpass,17,felt,69
17,felt,conj,4,diversified,69
18,at,prep,17,felt,69
19,the,det,21,level,69
20,highest,amod,21,level,69
21,level,pobj,18,at,69
22,.,punct,17,felt,69
0,Prudently,advmod,4,diversified,70
1,",",punct,4,diversified,70
2,they,nsubj,4,diversified,70
3,had,aux,4,diversified,70
4,diversified,ROOT,-1,ROOT,70
5,into,prep,4,diversified,70
6,banking,pobj,5,into,70
7,and,cc,6,banking,70
8,assurance,conj,6,banking,70
9,",",punct,4,diversified,70
10,and,cc,4,diversified,70
11,as,prep,17,felt,70
12,a,det,13,result,70
13,result,pobj,11,as,70
14,their,poss,15,influence,70
15,influence,nsubjpass,17,felt,70
16,was,auxpass,17,felt,70
17,felt,conj,4,diversified,70
18,at,prep,17,felt,70
19,the,det,21,level,70
20,highest,amod,21,level,70
21,level,pobj,18,at,70
22,.,punct,17,felt,70
0,Prudently,advmod,4,diversified,71
1,",",punct,4,diversified,71
2,they,nsubj,4,diversified,71
3,had,aux,4,diversified,71
4,diversified,ROOT,-1,ROOT,71
5,into,prep,4,diversified,71
6,banking,pobj,5,into,71
7,and,cc,6,banking,71
8,insureance,conj,6,banking,71
9,",",punct,4,diversified,71
10,and,cc,4,diversified,71
11,as,prep,17,felt,71
12,a,det,13,result,71
13,result,pobj,11,as,71
14,their,poss,15,influence,71
15,influence,nsubjpass,17,felt,71
16,was,auxpass,17,felt,71
17,felt,conj,4,diversified,71
18,at,prep,17,felt,71
19,the,det,21,level,71
20,highest,amod,21,level,71
21,level,pobj,18,at,71
22,.,punct,17,felt,71
0,Prudently,advmod,4,diversified,72
1,",",punct,4,diversified,72
2,they,nsubj,4,diversified,72
3,had,aux,4,diversified,72
4,diversified,ROOT,-1,ROOT,72
5,into,prep,4,diversified,72
6,banking,pobj,5,into,72
7,and,cc,6,banking,72
8,injurance,conj,6,banking,72
9,",",punct,4,diversified,72
10,and,cc,4,diversified,72
11,as,prep,17,felt,72
12,a,det,13,result,72
13,result,pobj,11,as,72
14,their,poss,15,influence,72
15,influence,nsubjpass,17,felt,72
16,was,auxpass,17,felt,72
17,felt,conj,4,diversified,72
18,at,prep,17,felt,72
19,the,det,21,level,72
20,highest,amod,21,level,72
21,level,pobj,18,at,72
22,.,punct,17,felt,72
0,Prudently,advmod,4,diversified,73
1,",",punct,4,diversified,73
2,they,nsubj,4,diversified,73
3,had,aux,4,diversified,73
4,diversified,ROOT,-1,ROOT,73
5,into,prep,4,diversified,73
6,banking,pobj,5,into,73
7,and,cc,6,banking,73
8,insurance,conj,6,banking,73
9,",",punct,4,diversified,73
10,and,cc,4,diversified,73
11,as,prep,17,felt,73
12,a,det,13,resolt,73
13,resolt,pobj,11,as,73
14,their,poss,15,influence,73
15,influence,nsubjpass,17,felt,73
16,was,auxpass,17,felt,73
17,felt,conj,4,diversified,73
18,at,prep,17,felt,73
19,the,det,21,level,73
20,highest,amod,21,level,73
21,level,pobj,18,at,73
22,.,punct,17,felt,73
0,Prudently,advmod,4,diversified,74
1,",",punct,4,diversified,74
2,they,nsubj,4,diversified,74
3,had,aux,4,diversified,74
4,diversified,ROOT,-1,ROOT,74
5,into,prep,4,diversified,74
6,banking,pobj,5,into,74
7,and,cc,6,banking,74
8,insurance,conj,6,banking,74
9,",",punct,4,diversified,74
10,and,cc,4,diversified,74
11,as,prep,17,felt,74
12,a,det,13,reslut,74
13,reslut,pobj,11,as,74
14,their,poss,15,influence,74
15,influence,nsubjpass,17,felt,74
16,was,auxpass,17,felt,74
17,felt,conj,4,diversified,74
18,at,prep,17,felt,74
19,the,det,21,level,74
20,highest,amod,21,level,74
21,level,pobj,18,at,74
22,.,punct,17,felt,74
0,Prudently,advmod,4,diversified,75
1,",",punct,4,diversified,75
2,they,nsubj,4,diversified,75
3,had,aux,4,diversified,75
4,diversified,ROOT,-1,ROOT,75
5,into,prep,4,diversified,75
6,banking,pobj,5,into,75
7,and,cc,6,banking,75
8,insurance,conj,6,banking,75
9,",",punct,4,diversified,75
10,and,cc,4,diversified,75
11,as,prep,17,felt,75
12,a,det,13,result,75
13,result,pobj,11,as,75
14,there,poss,15,influence,75
15,influence,nsubjpass,17,felt,75
16,was,auxpass,17,felt,75
17,felt,conj,4,diversified,75
18,at,prep,17,felt,75
19,the,det,21,level,75
20,highest,amod,21,level,75
21,level,pobj,18,at,75
22,.,punct,17,felt,75
0,Prudently,advmod,4,diversified,76
1,",",punct,4,diversified,76
2,they,nsubj,4,diversified,76
3,had,aux,4,diversified,76
4,diversified,ROOT,-1,ROOT,76
5,into,prep,4,diversified,76
6,banking,pobj,5,into,76
7,and,cc,6,banking,76
8,insurance,conj,6,banking,76
9,",",punct,4,diversified,76
10,and,cc,4,diversified,76
11,as,prep,17,felt,76
12,a,det,13,result,76
13,result,pobj,11,as,76
14,they's,poss,15,influence,76
15,influence,nsubjpass,17,felt,76
16,was,auxpass,17,felt,76
17,felt,conj,4,diversified,76
18,at,prep,17,felt,76
19,the,det,21,level,76
20,highest,amod,21,level,76
21,level,pobj,18,at,76
22,.,punct,17,felt,76
0,Prudently,advmod,4,diversified,77
1,",",punct,4,diversified,77
2,they,nsubj,4,diversified,77
3,had,aux,4,diversified,77
4,diversified,ROOT,-1,ROOT,77
5,into,prep,4,diversified,77
6,banking,pobj,5,into,77
7,and,cc,6,banking,77
8,insurance,conj,6,banking,77
9,",",punct,4,diversified,77
10,and,cc,4,diversified,77
11,as,prep,17,felt,77
12,a,det,13,result,77
13,result,pobj,11,as,77
14,thir,poss,15,influence,77
15,influence,nsubjpass,17,felt,77
16,was,auxpass,17,felt,77
17,felt,conj,4,diversified,77
18,at,prep,17,felt,77
19,the,det,21,level,77
20,highest,amod,21,level,77
21,level,pobj,18,at,77
22,.,punct,17,felt,77
0,Prudently,advmod,4,diversified,78
1,",",punct,4,diversified,78
2,they,nsubj,4,diversified,78
3,had,aux,4,diversified,78
4,diversified,ROOT,-1,ROOT,78
5,into,prep,4,diversified,78
6,banking,pobj,5,into,78
7,and,cc,6,banking,78
8,insurance,conj,6,banking,78
9,",",punct,4,diversified,78
10,and,cc,4,diversified,78
11,as,prep,17,felt,78
12,a,det,13,result,78
13,result,pobj,11,as,78
14,their,poss,15,enfluence,78
15,enfluence,nsubjpass,17,felt,78
16,was,auxpass,17,felt,78
17,felt,conj,4,diversified,78
18,at,prep,17,felt,78
19,the,det,21,level,78
20,highest,amod,21,level,78
21,level,pobj,18,at,78
22,.,punct,17,felt,78
0,Prudently,advmod,4,diversified,79
1,",",punct,4,diversified,79
2,they,nsubj,4,diversified,79
3,had,aux,4,diversified,79
4,diversified,ROOT,-1,ROOT,79
5,into,prep,4,diversified,79
6,banking,pobj,5,into,79
7,and,cc,6,banking,79
8,insurance,conj,6,banking,79
9,",",punct,4,diversified,79
10,and,cc,4,diversified,79
11,as,prep,17,felt,79
12,a,det,13,result,79
13,result,pobj,11,as,79
14,their,poss,15,infulence,79
15,infulence,nsubjpass,17,felt,79
16,was,auxpass,17,felt,79
17,felt,conj,4,diversified,79
18,at,prep,17,felt,79
19,the,det,21,level,79
20,highest,amod,21,level,79
21,level,pobj,18,at,79
22,.,punct,17,felt,79
0,Prudently,advmod,4,diversified,80
1,",",punct,4,diversified,80
2,they,nsubj,4,diversified,80
3,had,aux,4,diversified,80
4,diversified,ROOT,-1,ROOT,80
5,into,prep,4,diversified,80
6,banking,pobj,5,into,80
7,and,cc,6,banking,80
8,insurance,conj,6,banking,80
9,",",punct,4,diversified,80
10,and,cc,4,diversified,80
11,as,prep,17,felt,80
12,a,det,13,result,80
13,result,pobj,11,as,80
14,their,poss,15,fluence,80
15,fluence,nsubjpass,17,felt,80
16,was,auxpass,17,felt,80
17,felt,conj,4,diversified,80
18,at,prep,17,felt,80
19,the,det,21,level,80
20,highest,amod,21,level,80
21,level,pobj,18,at,80
22,.,punct,17,felt,80
0,Prudently,advmod,4,diversified,81
1,",",punct,4,diversified,81
2,they,nsubj,4,diversified,81
3,had,aux,4,diversified,81
4,diversified,ROOT,-1,ROOT,81
5,into,prep,4,diversified,81
6,banking,pobj,5,into,81
7,and,cc,6,banking,81
8,insurance,conj,6,banking,81
9,",",punct,4,diversified,81
10,and,cc,4,diversified,81
11,as,prep,17,felt,81
12,a,det,13,result,81
13,result,pobj,11,as,81
14,their,poss,15,infuence,81
15,infuence,nsubjpass,17,felt,81
16,was,auxpass,17,felt,81
17,felt,conj,4,diversified,81
18,at,prep,17,felt,81
19,the,det,21,level,81
20,highest,amod,21,level,81
21,level,pobj,18,at,81
22,.,punct,17,felt,81
0,Prudently,advmod,4,diversified,82
1,",",punct,4,diversified,82
2,they,nsubj,4,diversified,82
3,had,aux,4,diversified,82
4,diversified,ROOT,-1,ROOT,82
5,into,prep,4,diversified,82
6,banking,pobj,5,into,82
7,and,cc,6,banking,82
8,insurance,conj,6,banking,82
9,",",punct,4,diversified,82
10,and,cc,4,diversified,82
11,as,prep,17,felt,82
12,a,det,13,result,82
13,result,pobj,11,as,82
14,their,poss,15,influence,82
15,influence,nsubjpass,17,felt,82
16,will,auxpass,17,felt,82
17,felt,conj,4,diversified,82
18,at,prep,17,felt,82
19,the,det,21,level,82
20,highest,amod,21,level,82
21,level,pobj,18,at,82
22,.,punct,17,felt,82
0,Prudently,advmod,4,diversified,83
1,",",punct,4,diversified,83
2,they,nsubj,4,diversified,83
3,had,aux,4,diversified,83
4,diversified,ROOT,-1,ROOT,83
5,into,prep,4,diversified,83
6,banking,pobj,5,into,83
7,and,cc,6,banking,83
8,insurance,conj,6,banking,83
9,",",punct,4,diversified,83
10,and,cc,4,diversified,83
11,as,prep,17,felt,83
12,a,det,13,result,83
13,result,pobj,11,as,83
14,their,poss,15,influence,83
15,influence,nsubjpass,17,felt,83
16,waz,auxpass,17,felt,83
17,felt,conj,4,diversified,83
18,at,prep,17,felt,83
19,the,det,21,level,83
20,highest,amod,21,level,83
21,level,pobj,18,at,83
22,.,punct,17,felt,83
0,Prudently,advmod,4,diversified,84
1,",",punct,4,diversified,84
2,they,nsubj,4,diversified,84
3,had,aux,4,diversified,84
4,diversified,ROOT,-1,ROOT,84
5,into,prep,4,diversified,84
6,banking,pobj,5,into,84
7,and,cc,6,banking,84
8,insurance,conj,6,banking,84
9,",",punct,4,diversified,84
10,and,cc,4,diversified,84
11,as,prep,17,felt,84
12,a,det,13,result,84
13,result,pobj,11,as,84
14,their,poss,15,influence,84
15,influence,nsubjpass,17,felt,84
16,waw,auxpass,17,felt,84
17,felt,conj,4,diversified,84
18,at,prep,17,felt,84
19,the,det,21,level,84
20,highest,amod,21,level,84
21,level,pobj,18,at,84
22,.,punct,17,felt,84
0,Prudently,advmod,4,diversified,85
1,",",punct,4,diversified,85
2,they,nsubj,4,diversified,85
3,had,aux,4,diversified,85
4,diversified,ROOT,-1,ROOT,85
5,into,prep,4,diversified,85
6,banking,pobj,5,into,85
7,and,cc,6,banking,85
8,insurance,conj,6,banking,85
9,",",punct,4,diversified,85
10,and,cc,4,diversified,85
11,as,prep,17,felt,85
12,a,det,13,result,85
13,result,pobj,11,as,85
14,their,poss,15,influence,85
15,influence,nsubjpass,17,felt,85
16,wass,auxpass,17,felt,85
17,felt,conj,4,diversified,85
18,at,prep,17,felt,85
19,the,det,21,level,85
20,highest,amod,21,level,85
21,level,pobj,18,at,85
22,.,punct,17,felt,85
0,Prudently,advmod,4,diversified,86
1,",",punct,4,diversified,86
2,they,nsubj,4,diversified,86
3,had,aux,4,diversified,86
4,diversified,ROOT,-1,ROOT,86
5,into,prep,4,diversified,86
6,banking,pobj,5,into,86
7,and,cc,6,banking,86
8,insurance,conj,6,banking,86
9,",",punct,4,diversified,86
10,and,cc,4,diversified,86
11,as,prep,17,felt,86
12,a,det,13,result,86
13,result,pobj,11,as,86
14,their,poss,15,influence,86
15,influence,nsubjpass,17,felt,86
16,whas,auxpass,17,felt,86
17,felt,conj,4,diversified,86
18,at,prep,17,felt,86
19,the,det,21,level,86
20,highest,amod,21,level,86
21,level,pobj,18,at,86
22,.,punct,17,felt,86
0,Prudently,advmod,4,diversified,87
1,",",punct,4,diversified,87
2,they,nsubj,4,diversified,87
3,had,aux,4,diversified,87
4,diversified,ROOT,-1,ROOT,87
5,into,prep,4,diversified,87
6,banking,pobj,5,into,87
7,and,cc,6,banking,87
8,insurance,conj,6,banking,87
9,",",punct,4,diversified,87
10,and,cc,4,diversified,87
11,as,prep,17,felled,87
12,a,det,13,result,87
13,result,pobj,11,as,87
14,their,poss,15,influence,87
15,influence,nsubjpass,17,felled,87
16,was,auxpass,17,felled,87
17,felled,conj,4,diversified,87
18,at,prep,17,felled,87
19,the,det,21,level,87
20,highest,amod,21,level,87
21,level,pobj,18,at,87
22,.,punct,17,felled,87
0,Prudently,advmod,4,diversified,88
1,",",punct,4,diversified,88
2,they,nsubj,4,diversified,88
3,had,aux,4,diversified,88
4,diversified,ROOT,-1,ROOT,88
5,into,prep,4,diversified,88
6,banking,pobj,5,into,88
7,and,cc,6,banking,88
8,insurance,conj,6,banking,88
9,",",punct,4,diversified,88
10,and,cc,4,diversified,88
11,as,prep,17,fell,88
12,a,det,13,result,88
13,result,pobj,11,as,88
14,their,poss,15,influence,88
15,influence,nsubjpass,17,fell,88
16,was,auxpass,17,fell,88
17,fell,conj,4,diversified,88
18,at,prep,17,fell,88
19,the,det,21,level,88
20,highest,amod,21,level,88
21,level,pobj,18,at,88
22,.,punct,17,fell,88
0,Prudently,advmod,4,diversified,89
1,",",punct,4,diversified,89
2,they,nsubj,4,diversified,89
3,had,aux,4,diversified,89
4,diversified,ROOT,-1,ROOT,89
5,into,prep,4,diversified,89
6,banking,pobj,5,into,89
7,and,cc,6,banking,89
8,insurance,conj,6,banking,89
9,",",punct,4,diversified,89
10,and,cc,4,diversified,89
11,as,prep,17,feld,89
12,a,det,13,result,89
13,result,pobj,11,as,89
14,their,poss,15,influence,89
15,influence,nsubjpass,17,feld,89
16,was,auxpass,17,feld,89
17,feld,conj,4,diversified,89
18,at,prep,17,feld,89
19,the,det,21,level,89
20,highest,amod,21,level,89
21,level,pobj,18,at,89
22,.,punct,17,feld,89
0,Prudently,advmod,4,diversified,90
1,",",punct,4,diversified,90
2,they,nsubj,4,diversified,90
3,had,aux,4,diversified,90
4,diversified,ROOT,-1,ROOT,90
5,into,prep,4,diversified,90
6,banking,pobj,5,into,90
7,and,cc,6,banking,90
8,insurance,conj,6,banking,90
9,",",punct,4,diversified,90
10,and,cc,4,diversified,90
11,as,prep,17,feelled,90
12,a,det,13,result,90
13,result,pobj,11,as,90
14,their,poss,15,influence,90
15,influence,nsubjpass,17,feelled,90
16,was,auxpass,17,feelled,90
17,feelled,conj,4,diversified,90
18,at,prep,17,feelled,90
19,the,det,21,level,90
20,highest,amod,21,level,90
21,level,pobj,18,at,90
22,.,punct,17,feelled,90
0,Prudently,advmod,4,diversified,91
1,",",punct,4,diversified,91
2,they,nsubj,4,diversified,91
3,had,aux,4,diversified,91
4,diversified,ROOT,-1,ROOT,91
5,into,prep,4,diversified,91
6,banking,pobj,5,into,91
7,and,cc,6,banking,91
8,insurance,conj,6,banking,91
9,",",punct,4,diversified,91
10,and,cc,4,diversified,91
11,as,prep,17,felt,91
12,a,det,13,result,91
13,result,pobj,11,as,91
14,their,poss,15,influence,91
15,influence,nsubjpass,17,felt,91
16,was,auxpass,17,felt,91
17,felt,conj,4,diversified,91
18,at,prep,17,felt,91
19,ht,det,21,level,91
20,highest,amod,21,level,91
21,level,pobj,18,at,91
22,.,punct,17,felt,91
0,Prudently,advmod,4,diversified,92
1,",",punct,4,diversified,92
2,they,nsubj,4,diversified,92
3,had,aux,4,diversified,92
4,diversified,ROOT,-1,ROOT,92
5,into,prep,4,diversified,92
6,banking,pobj,5,into,92
7,and,cc,6,banking,92
8,insurance,conj,6,banking,92
9,",",punct,4,diversified,92
10,and,cc,4,diversified,92
11,as,prep,17,felt,92
12,a,det,13,result,92
13,result,pobj,11,as,92
14,their,poss,15,influence,92
15,influence,nsubjpass,17,felt,92
16,was,auxpass,17,felt,92
17,felt,conj,4,diversified,92
18,at,prep,17,felt,92
19,there's,det,21,level,92
20,highest,amod,21,level,92
21,level,pobj,18,at,92
22,.,punct,17,felt,92
0,Prudently,advmod,4,diversified,93
1,",",punct,4,diversified,93
2,they,nsubj,4,diversified,93
3,had,aux,4,diversified,93
4,diversified,ROOT,-1,ROOT,93
5,into,prep,4,diversified,93
6,banking,pobj,5,into,93
7,and,cc,6,banking,93
8,insurance,conj,6,banking,93
9,",",punct,4,diversified,93
10,and,cc,4,diversified,93
11,as,prep,17,felt,93
12,a,det,13,result,93
13,result,pobj,11,as,93
14,their,poss,15,influence,93
15,influence,nsubjpass,17,felt,93
16,was,auxpass,17,felt,93
17,felt,conj,4,diversified,93
18,at,prep,17,felt,93
19,THER,det,21,level,93
20,highest,amod,21,level,93
21,level,pobj,18,at,93
22,.,punct,17,felt,93
0,Prudently,advmod,4,diversified,94
1,",",punct,4,diversified,94
2,they,nsubj,4,diversified,94
3,had,aux,4,diversified,94
4,diversified,ROOT,-1,ROOT,94
5,into,prep,4,diversified,94
6,banking,pobj,5,into,94
7,and,cc,6,banking,94
8,insurance,conj,6,banking,94
9,",",punct,4,diversified,94
10,and,cc,4,diversified,94
11,as,prep,17,felt,94
12,a,det,13,result,94
13,result,pobj,11,as,94
14,their,poss,15,influence,94
15,influence,nsubjpass,17,felt,94
16,was,auxpass,17,felt,94
17,felt,conj,4,diversified,94
18,at,prep,17,felt,94
19,d,det,21,level,94
20,highest,amod,21,level,94
21,level,pobj,18,at,94
22,.,punct,17,felt,94
0,Prudently,advmod,4,diversified,95
1,",",punct,4,diversified,95
2,they,nsubj,4,diversified,95
3,had,aux,4,diversified,95
4,diversified,ROOT,-1,ROOT,95
5,into,prep,4,diversified,95
6,banking,pobj,5,into,95
7,and,cc,6,banking,95
8,insurance,conj,6,banking,95
9,",",punct,4,diversified,95
10,and,cc,4,diversified,95
11,as,prep,17,felt,95
12,a,det,13,result,95
13,result,pobj,11,as,95
14,their,poss,15,influence,95
15,influence,nsubjpass,17,felt,95
16,was,auxpass,17,felt,95
17,felt,conj,4,diversified,95
18,at,prep,17,felt,95
19,ght,det,21,level,95
20,highest,amod,21,level,95
21,level,pobj,18,at,95
22,.,punct,17,felt,95
0,Prudently,advmod,4,diversified,96
1,",",punct,4,diversified,96
2,they,nsubj,4,diversified,96
3,had,aux,4,diversified,96
4,diversified,ROOT,-1,ROOT,96
5,into,prep,4,diversified,96
6,banking,pobj,5,into,96
7,and,cc,6,banking,96
8,insurance,conj,6,banking,96
9,",",punct,4,diversified,96
10,and,cc,4,diversified,96
11,as,prep,17,felt,96
12,a,det,13,result,96
13,result,pobj,11,as,96
14,their,poss,15,influence,96
15,influence,nsubjpass,17,felt,96
16,was,auxpass,17,felt,96
17,felt,conj,4,diversified,96
18,at,prep,17,felt,96
19,the,det,21,level,96
20,heist,amod,21,level,96
21,level,pobj,18,at,96
22,.,punct,17,felt,96
0,Prudently,advmod,4,diversified,97
1,",",punct,4,diversified,97
2,they,nsubj,4,diversified,97
3,had,aux,4,diversified,97
4,diversified,ROOT,-1,ROOT,97
5,into,prep,4,diversified,97
6,banking,pobj,5,into,97
7,and,cc,6,banking,97
8,insurance,conj,6,banking,97
9,",",punct,4,diversified,97
10,and,cc,4,diversified,97
11,as,prep,17,felt,97
12,a,det,13,result,97
13,result,pobj,11,as,97
14,their,poss,15,influence,97
15,influence,nsubjpass,17,felt,97
16,was,auxpass,17,felt,97
17,felt,conj,4,diversified,97
18,at,prep,17,felt,97
19,the,det,21,level,97
20,highes,amod,21,level,97
21,level,pobj,18,at,97
22,.,punct,17,felt,97
0,Prudently,advmod,4,diversified,98
1,",",punct,4,diversified,98
2,they,nsubj,4,diversified,98
3,had,aux,4,diversified,98
4,diversified,ROOT,-1,ROOT,98
5,into,prep,4,diversified,98
6,banking,pobj,5,into,98
7,and,cc,6,banking,98
8,insurance,conj,6,banking,98
9,",",punct,4,diversified,98
10,and,cc,4,diversified,98
11,as,prep,17,felt,98
12,a,det,13,result,98
13,result,pobj,11,as,98
14,their,poss,15,influence,98
15,influence,nsubjpass,17,felt,98
16,was,auxpass,17,felt,98
17,felt,conj,4,diversified,98
18,at,prep,17,felt,98
19,the,det,21,level,98
20,hightest,amod,21,level,98
21,level,pobj,18,at,98
22,.,punct,17,felt,98
0,Prudently,advmod,4,diversified,99
1,",",punct,4,diversified,99
2,they,nsubj,4,diversified,99
3,had,aux,4,diversified,99
4,diversified,ROOT,-1,ROOT,99
5,into,prep,4,diversified,99
6,banking,pobj,5,into,99
7,and,cc,6,banking,99
8,insurance,conj,6,banking,99
9,",",punct,4,diversified,99
10,and,cc,4,diversified,99
11,as,prep,17,felt,99
12,a,det,13,result,99
13,result,pobj,11,as,99
14,their,poss,15,influence,99
15,influence,nsubjpass,17,felt,99
16,was,auxpass,17,felt,99
17,felt,conj,4,diversified,99
18,at,prep,17,felt,99
19,the,det,21,level,99
20,highist,amod,21,level,99
21,level,pobj,18,at,99
22,.,punct,17,felt,99
0,Prudently,advmod,4,diversified,100
1,",",punct,4,diversified,100
2,they,nsubj,4,diversified,100
3,had,aux,4,diversified,100
4,diversified,ROOT,-1,ROOT,100
5,into,prep,4,diversified,100
6,banking,pobj,5,into,100
7,and,cc,6,banking,100
8,insurance,conj,6,banking,100
9,",",punct,4,diversified,100
10,and,cc,4,diversified,100
11,as,prep,17,felt,100
12,a,det,13,result,100
13,result,pobj,11,as,100
14,their,poss,15,influence,100
15,influence,nsubjpass,17,felt,100
16,was,auxpass,17,felt,100
17,felt,conj,4,diversified,100
18,at,prep,17,felt,100
19,the,det,21,level,100
20,highst,amod,21,level,100
21,level,pobj,18,at,100
22,.,punct,17,felt,100
0,Prudently,advmod,4,diversified,101
1,",",punct,4,diversified,101
2,they,nsubj,4,diversified,101
3,had,aux,4,diversified,101
4,diversified,ROOT,-1,ROOT,101
5,into,prep,4,diversified,101
6,banking,pobj,5,into,101
7,and,cc,6,banking,101
8,insurance,conj,6,banking,101
9,",",punct,4,diversified,101
10,and,cc,4,diversified,101
11,as,prep,17,felt,101
12,a,det,13,result,101
13,result,pobj,11,as,101
14,their,poss,15,influence,101
15,influence,nsubjpass,17,felt,101
16,was,auxpass,17,felt,101
17,felt,conj,4,diversified,101
18,at,prep,17,felt,101
19,the,det,21,lavel,101
20,highest,amod,21,lavel,101
21,lavel,pobj,18,at,101
22,.,punct,17,felt,101
0,Prudently,advmod,4,diversified,102
1,",",punct,4,diversified,102
2,they,nsubj,4,diversified,102
3,had,aux,4,diversified,102
4,diversified,ROOT,-1,ROOT,102
5,into,prep,4,diversified,102
6,banking,pobj,5,into,102
7,and,cc,6,banking,102
8,insurance,conj,6,banking,102
9,",",punct,4,diversified,102
10,and,cc,4,diversified,102
11,as,prep,17,felt,102
12,a,det,13,result,102
13,result,pobj,11,as,102
14,their,poss,15,influence,102
15,influence,nsubjpass,17,felt,102
16,was,auxpass,17,felt,102
17,felt,conj,4,diversified,102
18,at,prep,17,felt,102
